Name,,,Div.,Gen.,Ovr.,Swim,Bike,Run,Overall,DPI
Damian AicardiM30-34,UY,#368,97,659,774,37:17:00,3:26:09,1:59:55,6:13:39,78.2
Nicolas ZanoniM40-44,AR,#176,98,424,483,39:34:00,2:51:28,1:59:24,5:34:58,86.1
Carlos Varela BustosM40-44,UY,#962,130,618,721,50:18:00,3:11:15,1:57:54,6:05:23,81.5
Gustavo GarrelM45-49,UY,#1079,6,60,60,32:04:00,2:29:48,1:32:52,4:37:13,97.3
Natalia CrespoF25-29,AR,#514,5,35,363,38:44:00,2:54:30,1:46:50,5:22:46,93.4
Sebastian PeraltaM40-44,UY,#802,78,332,367,37:24:00,2:47:19,1:51:46,5:23:07,88.1
Ariel GorgaM45-49,AR,#639,129,703,847,43:27:00,3:31:26,2:08:33,6:30:39,78.2
Cristobal CuadradoM30-34,CL,#517,48,247,266,40:43:00,2:45:17,1:38:55,5:10:56,88.3
Martin EspiñoM35-39,AR,#557,113,464,529,41:11:00,2:58:46,1:55:46,5:39:44,83.4
Matias QuintanaM30-34,AR,#833,5,15,15,28:42:00,2:25:55,1:22:44,4:19:40,98.7
Bettina KornitzF35-39,AR,#123,4,16,241,37:31:00,2:49:24,1:39:03,5:08:47,95.8
Jose Ignacio CastroM35-39,CL,#25,8,29,29,31:52:00,2:35:08,1:17:18,4:26:42,96.9
Juanpa PrietoM45-49,UY,#828,96,556,642,36:32:00,3:05:25,2:00:43,5:53:17,83.6
Ignacio Lopez AranoM35-39,AR,#44,19,82,82,34:36:00,2:34:05,1:29:32,4:42:18,93.7
Jose OtorminM45-49,UY,#786,79,485,557,49:43:00,2:53:49,1:55:00,5:42:47,85.2
Ezequiel OcampoM30-34,AR,#781,81,526,607,45:04:00,3:01:11,1:53:31,5:48:57,81.9
Ariel Enrique RuizM40-44,AR,#874,120,536,618,38:06:00,3:03:23,2:05:07,5:50:40,83.6
